account_code,hoa,account_code_description,receipt_or_payment,positive_or_negative,part
8671005000,867100102010000,POSB Payment Cheque issued,Payment Side,Positive,Part III
8671005100,867100102010000,POSB/SC Closure Proceeds through Cash,Payment Side,Positive,Part III
8661007500,866100140360000,Operational risk loss account,Payment Side,Negative,Part III
8671004900,867100102010000,POSB Payment Cheque requested,Receipt Side,Positive,Part III
8015005300,801503102050000,RPLI Invest in Eq./Pref Share/Recpt of Bonus Shares-Receipts,Receipt Side,Positive,Part III
8015005400,801503102050000,RPLI Invest in Eq./Pref Shares/Recpt of Bonus Shares-Payment,Payment Side,Positive,Part III
8015005500,801503102060000,RPLI Investments in Debentures & Bonds.-Receipts,Receipt Side,Positive,Part III
8015005600,801503102060000,RPLI Investments in Debentures & Bonds.-Payments,Payment Side,Positive,Part III
8015005700,801503103000000,RPLI Investments in Fixed/Term Deposits.-Receipts,Receipt Side,Positive,Part III
8015005800,801503103000000,RPLI Investments in Fixed/Term Deposits.-Payments,Payment Side,Positive,Part III
8015005900,801503104000000,RPLI Other Investments.-Receipts,Receipt Side,Positive,Part III
8015006000,801503104000000,RPLI Other Investments.-Payments,Payment Side,Positive,Part III
8016000100,801601101000000,Interest Income on Balance PLI Funds/Corpus-31.10.2009,Receipt Side,Positive,Part III
8016000200,801601102000000,Interest income on Net PLI Fund from Securities,Receipt Side,Positive,Part III
8016000300,801601103010000,Int. income on Net PLI Fund investmnt thr SBI FMC Securities,Receipt Side,Positive,Part III
8016000400,801601103020000,Int. Income on Net PLI Fund investmet thr UTI FMC Securities,Receipt Side,Positive,Part III
8016000600,801601105010000,Dividend income PLI Funds in Equity Shares through SBI FMC,Receipt Side,Positive,Part III
8016000700,801601105020000,Dividend Income PLI Funds in Equity Shares through UTI FMC,Receipt Side,Positive,Part III
8016000800,801601106010100,Price Differntial (Profit) _ Equity Shares through SBI-PLI,Receipt Side,Positive,Part III
8016000900,801601106010200,Price Differntial (profit) _ Tradable Securities thr SBI-PLI,Receipt Side,Positive,Part III
8016001000,801601106010300,Price Differntial (profit) _ Debentures through SBI-PLI,Receipt Side,Positive,Part III
8016001100,801601106010400,Price Differntial (Profit) _ Bonds through SBI-PLI,Receipt Side,Positive,Part III
8016001200,801601106010500,Price Differntial (profit) _ Other instruments thr SBI-PLI,Receipt Side,Positive,Part III
8016001300,801601106020100,Price Differntial (profit) _ Equity Shares through UTI-PLI,Receipt Side,Positive,Part III
8016001400,801601106020200,Price Differntial (profit) _ Tradable Securities thr UTI-PLI,Receipt Side,Positive,Part III
8016001500,801601106020300,Price Differntial (profit) _ Debentures through UTI-PLI,Receipt Side,Positive,Part III
8016001600,801601106020400,Price Differntial (profit) _ Bonds through UTI-PLI,Receipt Side,Positive,Part III
8016001700,801601106020500,Price Differntial (profit) _ Other instruments thr UTI-PLI,Receipt Side,Positive,Part III
8016001800,801601107010100,Price Differntial (losses) _ Equity Shares through SBI-PLI,Payment Side,Positive,Part III
8016001900,801601107010200,Price Differntial (losses) _ Tradable Securities thr SBI-PLI,Payment Side,Positive,Part III
8016002000,801601107010300,Price Differntial (losses) _ Debentures through SBI-PLI,Payment Side,Positive,Part III
8016002100,801601107010400,Price Differntial (losses) _ Bonds through SBI-PLI,Payment Side,Positive,Part III
8016002200,801601107010500,Price Differntial (losses) _ Other instruments thr SBI-PLI,Payment Side,Positive,Part III
8016002300,801601107020100,Price Differntial (losses) _ Equity Shares through UTI-PLI,Payment Side,Positive,Part III
8016002400,801601107020200,Price Differntial (losses) _ Tradable Securities thr UTI-PLI,Payment Side,Positive,Part III
8016002500,801601107020300,Price Differntial (losses) _ Debentures through UTI-PLI,Payment Side,Positive,Part III
8016002600,801601107020400,Price Differntial (losses) _ Bonds through UTI-PLI,Payment Side,Positive,Part III
8016002700,801601107020500,Price Differntial (losses) _ Other instruments thr UTI-PLI,Payment Side,Positive,Part III
8016002800,801601108010000,Bonus Shares received on investments through SBI FMC Ltd.,Receipt Side,Positive,Part III
8016002900,801601108020000,Bonus Shares received on investments through UTI FMC Ltd.,Receipt Side,Positive,Part III
8016003000,801602101000000,Int.income on Balance RPLI Funds/Corpus as on 31.10.2009,Receipt Side,Positive,Part III
8016003100,801602102000000,Interst Income on investment of RPLI Fund in securities,Receipt Side,Positive,Part III
8016003200,801602103010000,Int.income on net RPLI investments thr SBI FMC Securities,Receipt Side,Positive,Part III
8016003300,801602103020000,Int. income on net RPLI investment thr UTI FMC Securities,Receipt Side,Positive,Part III
8016003400,801602104000000,RPLI interset income on Loans to the RPLI policy holders,Receipt Side,Positive,Part III
8016003500,801602105010000,Dividend Income on investment in Shares through SBI FMC Ltd.,Receipt Side,Positive,Part III
8016003600,801602105020000,Dividend Income on investment in Shares through UTI FMC Ltd.,Receipt Side,Positive,Part III
8016003700,801602106010100,Price Differntial (Profit) _ Equity Shares through SBI-RPLI,Receipt Side,Positive,Part III
8016003800,801602106010200,Price Differntial(profit) _ Tradable Securities thr SBI-RPLI,Receipt Side,Positive,Part III
8016003900,801602106010300,Price Differntial (profit) _ Debentures through SBI-RPLI,Receipt Side,Positive,Part III
8016004200,801602106020100,Price Differntial (profit) _ Equity Shares through UTI-RPLI,Receipt Side,Positive,Part III
8016004300,801602106020200,Price Differntial(profit) _ Tradable Securities thr UTI-RPLI,Receipt Side,Positive,Part III
8016004400,801602106020300,Price Differntial (profit) _ Debentures through UTI-RPLI,Receipt Side,Positive,Part III
8016004500,801602106020400,Price Differntial (profit) _ Bonds through UTI-RPLI,Receipt Side,Positive,Part III
8016004600,801602106020500,Price Differntial (profit) _ Other instruments thr UTI-RPLI,Receipt Side,Positive,Part III
8016004700,801602107010100,Price Differntial (losses) _ Equity Shares through SBI-RPLI,Payment Side,Positive,Part III
8016004800,801602107010200,Price Differntial(losses) _ Tradable Securities thr SBI-RPLI,Payment Side,Positive,Part III
8016004900,801602107010300,Price Differntial (losses) _ Debentures through SBI-RPLI,Payment Side,Positive,Part III
8016005000,801602107010400,Price Differntial (losses) _ Bonds through SBI-RPLI,Payment Side,Positive,Part III
8016005100,801602107010500,Price Differntial (losses) _ Other instruments thr SBI-RPLI,Payment Side,Positive,Part III
8016005200,801602107020100,Price Differntial (losses) _ Equity Shares through UTI-RPLI,Payment Side,Positive,Part III
8016011400,801606106010000,Pmt of Brokerage/commission to Brokers/agents of PLI Funds,Payment Side,Positive,Part III
8016011500,801606108010100,Infrastructure for IT 2.0 of PLI/RPLI,Payment Side,Positive,Part III
8016011600,801606108010200,Software solution for IT 2.0 of PLI/RPLI,Payment Side,Positive,Part III
8016011700,801606108010300,Other charges for IT 2.0 of PLI/RPLI,Payment Side,Positive,Part III
8336000100,833600101000000,Civil Deposit Security Deposit-Receipts,Receipt Side,Positive,Part III
8336000200,833600101000000,Civil Deposit Security Deposit-Payments,Payment Side,Positive,Part III
8443000100,844300800590000,Money Remitted by PFRDA-Employee Contribution- Receipts,Receipt Side,Positive,Part III
8443000400,844300103040000,Security Deposit in DOP-Payments,Payment Side,Positive,Part III
8446000100,844600101010000,Indian Postal orders-Receipts,Receipt Side,Positive,Part III
8446000200,844600101010000,Indian Postal orders-Payments,Payment Side,Positive,Part III
8446000300,844600101200000,DFB-Write back Cheque,Receipt Side,Positive,Part III
8446000400,844600101200000,DFB-Write back Cheque Clearing,Payment Side,Positive,Part III
8446000500,844600101200000,RTB-electronic payments return,Receipt Side,Positive,Part III
8446000600,844600101200000,RTB-electronic payments return clearing,Payment Side,Positive,Part III
8446000700,844600101200200,Advance Deposit- Philately,Receipt Side,Positive,Part III
8446000800,844600101200200,Advance Deposit- Philately-Cleared,Payment Side,Positive,Part III
8446001300,844600101200200,Advance Deposit-Other Miscellaneous,Receipt Side,Positive,Part III
8446001400,844600101200200,Advance Deposit-Other Miscellaneous-Cleared,Payment Side,Positive,Part III
8446001500,844600101200200,PMJJBY claim amount from LIC-Receipts,Receipt Side,Positive,Part III
8446001600,844600101200200,PMJJBY claim amount from LIC-Payments,Payment Side,Positive,Part III
8446001700,844600101200200,PMSBY claim amount from National Insurance co. Ltd-Receipts,Receipt Side,Positive,Part III
8671002200,867100102010000,PLI to CBS- In transit,Receipt Side,Positive,Part III
8446001800,844600101200200,PMSBY claim amount from National Insurance co. Ltd-Payments,Payment Side,Positive,Part III
8446001900,844600101200200,APY voluntary exit/Death amount from LIC-Receipts,Receipt Side,Positive,Part III
8446002000,844600101200200,APY voluntary exit/Death amountfrom LIC-Payments,Payment Side,Positive,Part III
8661003400,866100101640300,SGST-Collection on Business Auxiliary Services,Receipt Side,Positive,Part III
8446001200,844600101200200,Wallet Debit_Contractual Customer,Payment Side,Positive,Part III
8446002400,844600101360000,Payment to Union/Association,Payment Side,Positive,Part III
8446002500,844600101360000,Deduction for Welfare Fund,Receipt Side,Positive,Part III
8446002600,844600101360000,Payment to Welfare Fund,Payment Side,Positive,Part III
8446002700,844600101360000,Deduction for GDS Welfare Fund,Receipt Side,Positive,Part III
8446002800,844600101360000,Payment to GDS Welfare Fund,Payment Side,Positive,Part III
8446002900,844600101360000,Deduction for Postal/RMS Co-Op Societies,Receipt Side,Positive,Part III
8446003100,844600101360000,Deduction for Recreational Clubs,Receipt Side,Positive,Part III
8446003200,844600101360000,Payment to Recreational Clubs,Payment Side,Positive,Part III
8446003300,844600101360000,Deduction for Professional Taxes,Receipt Side,Positive,Part III
8446003400,844600101360000,Payment to Professional Taxes,Payment Side,Positive,Part III
8446003600,844600101360000,Payment to Relief Funds,Payment Side,Positive,Part III
8446003700,844600101360000,Deduction for Court Attachments,Receipt Side,Positive,Part III
8446003800,844600101360000,Payment to Court Attachments,Payment Side,Positive,Part III
8446003900,844600101360000,Deduction for Other Miscellaneous,Receipt Side,Positive,Part III
8446004000,844600101360000,Payment to Other Miscellaneous,Payment Side,Positive,Part III
8446004100,844600101510000,Social Security Pension Account-Receipts,Receipt Side,Positive,Part III
8446004200,844600101510000,Social Security Pension Account-payments,Payment Side,Positive,Part III
8446004300,844600101510000,Workers Wages Account under NREGS-Payments-Receipts,Receipt Side,Positive,Part III
8446004400,844600101510000,Workers Wages Account under NREGS-Payments-Payments,Payment Side,Positive,Part III
8446004500,844600101540100,Postal Deposit EMD Tenders - Vendor-Manual-Receipts,Receipt Side,Positive,Part III
8446004700,844600101550000,Postal Deposit Account Lock And Key of Post Boxes-Receipts,Receipt Side,Positive,Part III
8446004800,844600101550000,Postal Deposit Account Lock And Key of Post Boxes-Payments,Payment Side,Positive,Part III
8446004900,844600101590000,Postal Deposit Unpaid Wages-Receipts,Receipt Side,Positive,Part III
8446005000,844600101590000,Postal Deposit Unpaid Wages-Payments,Payment Side,Positive,Part III
8446012100,844600101950100,Net collection on service sale of Parcels,Receipt Side,Positive,Part III
8446012200,844600101950100,Payments made to suppliers under the service sale of parcels,Payment Side,Positive,Part III
8446012300,844600101950100,Retail Charges payable to the Dept.under the sale of parcels,Payment Side,Positive,Part III
8446012400,844600101950100,Deduct Taxes on Retail charges,Payment Side,Positive,Part III
8446012500,844600101960100,Gross Receipts From Print To Post Service,Receipt Side,Positive,Part III
8446012600,844600101960100,Payment Made To BP For Print To Post Service,Payment Side,Positive,Part III
8446012700,844600101960100,Commission Realised On Print To Post Service,Payment Side,Positive,Part III
8446012800,844600101960100,Deduct Taxes on Commission on Print to Post Service,Payment Side,Positive,Part III
8446012900,844600102010100,Grant For Quality of Service Fund Received From UPU-Receipts,Receipt Side,Positive,Part III
8446013000,844600102010100,Grant For Quality of Service Fund Received From UPU-Payments,Payment Side,Positive,Part III
4059000153,405960051170553,Infrastucture for POPSK from MEA-Major Works,Payment Side,Positive,Part I
8446013100,844600102060100,Adv. deposit received from booking of India Post Cotractual,Receipt Side,Positive,Part III
8446013200,844600102060100,PRC -India Post Contractual Parcel,Payment Side,Positive,Part III
8446013300,844600102060100,Amt refunded to bulk customer at the time of closur of A/cs,Payment Side,Positive,Part III
8446013400,844600102090100,Amount Withdrawn From SB A/C Under PMJJBY,Receipt Side,Positive,Part III
8446013500,844600102090100,Amount Remiited To LIC Under PMJJBY,Payment Side,Positive,Part III
8446013600,844600102090100,Deduct PMJJBY Revenue to be transferred to MH 1201,Payment Side,Positive,Part III
8446013700,844600102090100,Deduct Incentive Paid on PMJJBY,Payment Side,Positive,Part III
8446013800,844600102100100,Amount Withdrawan From SB A/C Under PMSBY,Receipt Side,Positive,Part III
8446013900,844600102100100,Amount Remitted To Lic On A/C Of PMSBY,Payment Side,Positive,Part III
8446014000,844600102100100,Deduct PMSBY Revenue to be transferred to MH 1201,Payment Side,Positive,Part III
8446014100,844600102100100,Deduct Incentive Paid on PMSBY,Payment Side,Positive,Part III
8446014200,844600102300100,Individual Contribution for APY including Penalty,Receipt Side,Positive,Part III
8446014300,844600102300100,Amount of Government Contribution credit for APY,Receipt Side,Positive,Part III
8446014400,844600102300100,Net Amount remitted to NSDL on account of APY,Payment Side,Positive,Part III
8446014500,844600102300100,APY Revenue to be transferred to MH 1201,Payment Side,Positive,Part III
8446014600,844600101990000,E-Booking Deposit Account-Receipts,Receipt Side,Positive,Part III
8446014700,844600101990000,E-Booking Deposit Account-Payments,Payment Side,Positive,Part III
8446014800,844600101610000,Postal Deposit Philatelic Bureau Deposit-Receipts,Receipt Side,Positive,Part III
8446014900,844600101610000,Postal Deposit Philatelic Bureau Deposit-Payments,Payment Side,Positive,Part III
8446015400,844600102240000,Settlement Account for PayU Payment Gateway-Receipts,Receipt Side,Positive,Part III
8446015500,844600102240000,Settlement Account for PayU Payment Gateway-Payments,Payment Side,Positive,Part III
8455000100,845500101010000,Initial Deposit received from IPPB,Receipt Side,Positive,Part III
8455000400,845500101020000,Settlement with IPPB for Net Deposits(Payments),Payment Side,Positive,Part III
8455000500,845500101020000,Settlement with IPPB for Net Withdrawals(Receipts),Receipt Side,Positive,Part III
8455000700,845500101030100,Amount Settled by IPPB for direct debiting IPPB account,Receipt Side,Positive,Part III
8455000900,845500101040100,Amount Settled by IPPB for Bharat QR Code Transaction,Receipt Side,Positive,Part III
8455001000,845500101050100,Amount Receivable from IPPB-POSB (Sweep out),Payment Side,Positive,Part III
8455001100,845500101050100,Amount settled by IPPB for Sweep out,Receipt Side,positive,Part III
8455001200,845500101050200,Amount Payable to IPPB-POSB(Sweep In),Receipt Side,Positive,Part III
8455001300,845500101050200,Amount settled by IPPB for Sweep In,payment Side,positive,Part III
8553000100,855301101010000,Payment to NFS Sponsor Bank Payments,Payment Side,Positive,Part III
8553000200,855301101010000,NFS Sponsor Bank Payments Cleared,Receipt Side,Positive,Part III
8553000300,855301101010000,Payment to Power Reset Frauds,Payment Side,Positive,Part III
8553000400,855301101010000,Power Reset Fraud payments -Cleared,Receipt Side,Positive,Part III
8553000500,855301101010000,Payment to EJ Manipulation Frauds,Payment Side,Positive,Part III
8553001100,855301101010000,Payment of Fraudlent Amount-POSB,Payment Side,Positive,Part III
8553001300,855301101010000,Payment of Fraudlent Amount-Insurance,Payment Side,Positive,Part III
8553001400,855301101010000,Recovery of Fraudlent Amount-Insurance,Receipt Side,Positive,Part III
8553001500,855301101010000,Payment of Fraudlent Amount-Postal Operations,Payment Side,Positive,Part III
8553001600,855301101010000,Recovery of Fraudlent Amount-Postal Operations,Receipt Side,Positive,Part III
8553001700,855301101010000,Payment of Fraudlent Amount-IPPB,Payment Side,Positive,Part III
8553001800,855301101010000,Recovery of Fraudlent Amount-IPPB,Receipt Side,Positive,Part III
8553001900,855301101010000,Payment of Fraudlent Amount-Other Miscellaneous,Payment Side,Positive,Part III
8553002000,855301101010000,Recovery of Fraudlent Amount-Other Miscellaneous,Receipt Side,Positive,Part III
9421001900,2100102260000,Reversal of IT TDS on Cash withdrawals under 194-N,Payment Side,Negative,Part I
9421002000,2100102410000,Reversal of IT TDS on withdrawal of NSS under Section-194 EE,Payment Side,Negative,Part I
9421000100,2100101020000,IT TDS from Salary Payment under Section 192,Receipt Side,Positive,Part I
8553002400,855301101150000,Special Advance Payments-Cleared,Receipt Side,Positive,Part III
8553002500,855301101400000,Initial Payments/deductions to/from CSC Wallet-Payments,Payment Side,Positive,Part III
8553002600,855301101400000,Initial Payments/deductions to/from CSC Wallet-Cleared,Receipt Side,Positive,Part III
8553002700,855301101410000,Balance with IPPB-NEFT/RTGS-Payments,Payment Side,Positive,Part III
8553002800,855301101410000,Balance with IPPB-NEFT/RTGS-Cleared,Receipt Side,Positive,Part III
8553002900,855301101420000,Balance with SBI Current Account-NEFT/RTGS-Payments,Payment Side,Positive,Part III
8553003000,855301101420000,Balance with SBI Current Account-NEFT/RTGS-Cleared,Receipt Side,Positive,Part III
8553003100,855301101430000,NEFT/RTGS IPPB settlement Account-Payments,Payment Side,Positive,Part III
8553003200,855301101430000,NEFT/RTGS IPPB settlement Account-Cleared,Receipt Side,Positive,Part III
8553003300,855301101360000,Payment of advance to the deceased employees family,Payment Side,Positive,Part III
8553003400,855301101360000,Advance payment to the deceased employees family-Cleared,Receipt Side,Positive,Part III
8661000100,866100101600100,CGST-Collection on Courier Services,Receipt Side,Positive,Part III
8661000200,866100101600300,SGST-Collection on Courier Services,Receipt Side,Positive,Part III
8661000300,866100101600500,UTGST-Collection on Courier Services,Receipt Side,Positive,Part III
8661000400,866100101600700,IGST-Collection on Courier Services,Receipt Side,Positive,Part III
8661000500,866100101601000,Remittance CGST-Collection on Courier Services,Payment Side,Negative,Part III
8661000600,866100101601100,Remittance SGST-Collection on Courier Services,Payment Side,Negative,Part III
8661000700,866100101601200,Remittance UTGST-Collection on Courier Services,Payment Side,Negative,Part III
8661000800,866100101601300,Remittance IGST-Collection on Courier Services,Payment Side,Negative,Part III
8661003800,866100101641100,Remittance SGST-Business Auxiliary Servicces,Payment Side,Negative,Part III
8661003900,866100101641200,Remittance UTGST-Business Auxiliary Servicces,Payment Side,Negative,Part III
8661004000,866100101641300,Remittance IGST-Business Auxiliary Servicces,Payment Side,Negative,Part III
8661004100,866100140110000,Settlement Suspense Account,Receipt Side,Positive,Part III
8661004200,866100140110000,Settlement Suspense Account_DFC,Payment Side,Negative,Part III
8661004300,866100108000000,Public Sector Bank Suspense- Drawings from Bank,Receipt Side,Positive,Part III
8661004400,866100108000000,Public Sector Bank Suspense- Drawings from Bank-DFC,Payment Side,Negative,Part III
8661004500,866100108000000,Public Sector Bank Suspense-Remittance to Bank,Payment Side,Positive,Part III
8661004600,866100108000000,Public Sector Bank Suspense-Remittance to Bank-DFD,Receipt Side,Negative,Part III
8661004700,866100109000000,Reserve Bank Suspense- Drawings From Bank,Receipt Side,Positive,Part III
8661004800,866100109000000,Reserve Bank Suspense- Drawings From Bank-DFC,Payment Side,Negative,Part III
8661004900,866100109000000,Reserve Bank Suspense- Remittance to Bank,Payment Side,Positive,Part III
8661005200,866100140010100,Credit Contra Suspense-DFC,Payment Side,Negative,Part III
8661005300,866100140010200,Debit Contra Suspense,Payment Side,Positive,Part III
8661005400,866100140010200,Debit Contra Suspense-DFD,Receipt Side,Negative,Part III
8661005500,866100140260000,NFS Pool Account for ATM,Payment Side,Positive,Part III
8661005600,866100140260000,NFS Pool Account for ATM-DFD,Receipt Side,Negative,Part III
8661005700,866100140340100,Service Charge-UIDAI on new Aadhar enrollment,Receipt Side,Positive,Part III
8661005800,866100140340100,Service Charge-UIDAI on new Aadhar enrollment-DFC,Payment Side,Negative,Part III
8661005900,866100140340200,Service Charge-UIDAI for biometric updation child,Receipt Side,Positive,Part III
8661006000,866100140340200,Service Charge-UIDAI for biometric updation child-DFC,Payment Side,Negative,Part III
8661006100,866100140350000,Suspense on Digital Payments,Receipt Side,Positive,Part III
8661006200,866100140350000,Suspense on Digital Payments-DFC,Payment Side,Negative,Part III
8661006300,866100140360000,NEFT outward payable pool account,Receipt Side,Positive,Part III
8661006400,866100140360000,NEFT outward payable pool account-DFC,Payment Side,Negative,Part III
8661006500,866100140360000,NEFT inward receivable pool account,Payment Side,Negative,Part III
8661006600,866100140360000,NEFT inward receivable pool account-DFD,Receipt Side,Positive,Part III
8661006700,866100140360000,NEFT inward return pool account,Receipt Side,Positive,Part III
8677000100,867700102010000,Remittance to Bank _Cash,Payment Side,Positive,Part III
8677000300,867700102010000,Remittance to Bank _Electronic Mode,Payment Side,Positive,Part III
8677000400,867700102010000,Remmitance To Bank- DFD,Receipt Side,Negative,Part III
8677000700,867700102010000,Remittance to Bank-e Payment return-eFPB,Payment Side,Positive,Part III
8671002400,867100102010000,CBS Data_Receipts_Mismatch,Receipt Side,Positive,Part III
8671001000,867100102030000,ATM Cash Withdrawn,Receipt Side,Positive,Part III
8781000300,878100102000000,Foreign Monery Orders_Receipts,Receipt Side,Positive,Part III
8781000400,878100102000000,Foreign Monery Orders_Payments,Payment Side,Positive,Part III
8782000100,878200121010400,RSAO_Digital Transactions_PO_Debit,Payment Side,Positive,Part III
8782000200,878200121010400,RSAO_Digital Transactions_PAO_Credit,Receipt Side,Positive,Part III
8782000300,878200121010400,RSAO_Digital Transactions_online_Debit,Payment Side,Positive,Part III
8782000400,878200121010400,RSAO_Digital Transactions_online_Credit,Receipt Side,Positive,Part III
8782000500,878200121010100,RSAO_Remittances_Debit,Payment Side,Positive,Part III
8782000600,878200121010100,RSAO_Remittances_Credit,Receipt Side,Positive,Part III
8782000900,878200121010800,RSAO_POSB_GRID_Debit,Payment Side,Positive,Part III
8782001000,878200121010800,RSAO_POSB_GRID_Credit,Receipt Side,Positive,Part III
8782001100,878200121010100,Collection of Telephone Revenue Bills MTNL-Bombay,Receipt Side,Positive,Part III
8782001200,878200121010100,Payment of Telephone Revenue Bills MTNL-Bombay,Payment Side,Positive,Part III
8782001300,878200121010100,Collection of Telephone Revenue Bills MTNL-Delhi,Receipt Side,Positive,Part III
8782001400,878200121010100,Payment of Telephone Revenue Bills MTNL-Delhi,Payment Side,Positive,Part III
8782001500,878200121010100,Net Collection of E Bill Post Colection To Billers,Receipt Side,Positive,Part III
8782001600,878200121010100,Payments of E Bill Post Collection To Billers,Payment Side,Positive,Part III
8782001700,878200121010100,Net Collection of Telephone Bills,Receipt Side,Positive,Part III
8782001800,878200121010100,Payment of Telephone Bills,Payment Side,Positive,Part III
8782001900,878200121010100,Net Collection of Electricity Bills,Receipt Side,Positive,Part III
8782002000,878200121010100,Payment of Electricity Bills,Payment Side,Positive,Part III
8782002100,878200121010100,Net Collection of School Examination Fees,Receipt Side,Positive,Part III
8782002200,878200121010100,Payment of School Examination Fees,Payment Side,Positive,Part III
8782002300,878200121010100,Net Collection of Insurance Premium,Receipt Side,Positive,Part III
8782002400,878200121010100,Net Payment of Insurance Premium,Payment Side,Positive,Part III
8782002500,878200121010100,Net Collection of Others,Receipt Side,Positive,Part III
8782002600,878200121010100,Net Payment of Others,Payment Side,Positive,Part III
8782002700,878200121010100,Gross Contribution under NPS Through Post Offices,Receipt Side,Positive,Part III
8782002800,878200121010100,Payment of Net Contribution under NPS Through Post Offices,Payment Side,Positive,Part III
8782002900,878200121010100,Deduct Commission on New pension System,Payment Side,Positive,Part III
8782003000,878200121010100,Deduct Taxes commission on New pension System,Payment Side,Positive,Part III
8782003100,878200121010100,Gross Amount Realised From Speed COD Service,Receipt Side,Positive,Part III
8782003200,878200121010100,Payments To Customer-Speedpost COD Service,Payment Side,Positive,Part III
8782003300,878200121010100,Gross amount from investor on sale of Sovereign Gold Bond,Receipt Side,Positive,Part III
8782003400,878200121010100,Amount remitted to RBI Sale of Sovereign Gold Bond,Payment Side,Positive,Part III
8782003500,878200121010100,Amount refunded to the Investors,Payment Side,Positive,Part III
8782003800,878200121010100,IPPB to PLI,Receipt Side,Positive,Part III
8782003900,878200121010100,IPPB to PLI Cleared,Payment Side,Positive,Part III
8783000200,878300101010100,Payment to Railways on Sale of Railway Tickets,Payment Side,Positive,Part III
8783000300,878300101010200,Deduct Service Charges On Sale Of Railway Tickets,Payment Side,Negative,Part III
8783000400,878300101010300,Deduct- service Charges on Cancellation of Railway Tickets,Payment Side,Negative,Part III
8783000500,878300101010400,Deduct -Amount Refund on Cancellation Of Railway Tickets,Payment Side,Negative,Part III
8787000100,878700101000000,Adjustments on Central Railways Payment,Receipt Side,Positive,Part III
8787000200,878700101000000,Central Railways-Payments,Payment Side,Positive,Part III
8787000300,878700102000000,Adjustments on Chittranjan Locomative Works Pmt,Receipt Side,Positive,Part III
8787000400,878700102000000,Chittranjan Locomative Works-Payments,Payment Side,Positive,Part III
8787000500,878700103000000,Adjustments on Diesal Locomotive Works Pmt,Receipt Side,Positive,Part III
8787000600,878700103000000,Diesal Locomotive Works-Payments,Payment Side,Positive,Part III
8787000700,878700104000000,Adjustments on Eastern Railway Payment,Receipt Side,Positive,Part III
8787000800,878700104000000,Eastern Railway-Payments,Payment Side,Positive,Part III
8787000900,878700105000000,Adjustments on Integral Coach Factory Payment,Receipt Side,Positive,Part III
8787001000,878700105000000,Integral Coach Factory-Payments,Payment Side,Positive,Part III
8787001100,878700106000000,"Adjustments on Metropoliton Transport Project, Calcutta Pmt",Receipt Side,Positive,Part III
8787001200,878700106000000,"Metropoliton Transport Project, Calcutta-Payments",Payment Side,Positive,Part III
8787001300,878700107000000,Adjustments on Northern Railway Pmt,Receipt Side,Positive,Part III
8787001400,878700107000000,Northern Railway-Payments,Payment Side,Positive,Part III
8787001500,878700108000000,Adjustments on North-Eastern Railway Pmt,Receipt Side,Positive,Part III
8787001600,878700108000000,North-Eastern Railway-Payments,Payment Side,Positive,Part III
8787001700,878700109000000,Adjustments on North Frontier Railway Pmt,Receipt Side,Positive,Part III
8787001800,878700109000000,North Frontier Railway-Payments,Payment Side,Positive,Part III
8787001900,878700110000000,"Adjustments on Railways Electrfication, Calcutta Pmt",Receipt Side,Positive,Part III
8787002000,878700110000000,"Railways Electrfication, Calcutta-Payments",Payment Side,Positive,Part III
8787002200,878700111000000,Southern Railway-Payments,Payment Side,Positive,Part III
8787002300,878700112000000,Adjustments on South Eastern Railway Pmt,Receipt Side,Positive,Part III
8787002400,878700112000000,South Eastern Railway-Payments,Payment Side,Positive,Part III
8787002500,878700113000000,Adjustments on South Central Railway Pmt,Receipt Side,Positive,Part III
8787002600,878700113000000,South Central Railway-Payments,Payment Side,Positive,Part III
8787002700,878700114000000,Adjustments on Southern Railway Construction Pmt,Receipt Side,Positive,Part III
8787002800,878700114000000,Southern Railway Construction-Payments,Payment Side,Positive,Part III
8787002900,878700115000000,Adjustments on Western Railway Pmt,Receipt Side,Positive,Part III
8787003000,878700115000000,Western Railway-Payments,Payment Side,Positive,Part III
8787003100,878700116000000,Adjustments on Railway Board Pmt,Receipt Side,Positive,Part III
8787003200,878700116000000,Railway Board-Payments,Payment Side,Positive,Part III
8787003300,878700117000000,"Adjustments on Metropoliton Transport Project, Bombay Pmt",Receipt Side,Positive,Part III
8787003400,878700117000000,"Metropoliton Transport Project, Bombay-Payments",Payment Side,Positive,Part III
8787003500,878700118000000,Adjustments on FA & CAO Wheel & Axel Plant Bangalore Pmt,Receipt Side,Positive,Part III
8787003600,878700118000000,FA & CAO Wheel & Axel Plant Bangalore-Payments,Payment Side,Positive,Part III
8787003700,878700119000000,Adj. on Dy. FA & CAO Central Orgn for Mod of Works Pmt,Receipt Side,Positive,Part III
8787003800,878700119000000,Dy. FA & CAO Central Orgn for Mod of Works-Payments,Payment Side,Positive,Part III
8787003900,878700120000000,Adj. on Rly FA & CAO Rail Electrification Allahabad Pmt,Receipt Side,Positive,Part III
8787004000,878700120000000,Fa & Cao Rail Electrification Allahabad-Payments,Payment Side,Positive,Part III
8787004100,878700121000000,Adj. on Metropolition Transport Project New Delhi Pmt,Receipt Side,Positive,Part III
8787004200,878700121000000,Metropolition Transport Project New Delhi-Payments,Payment Side,Positive,Part III
8787004300,878700122000000,Adjustments on Metropolition Transport Project Madras Pmt,Receipt Side,Positive,Part III
